0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
57726ffcedc2cb3880bc653c,Three Female Figures,three-female-figures-1910,aleksandra-ekster,Ekster Aleksandra,57726d7aedc2cb3880b478db,1910.0,"['57726b51edc2cb3880ad7548', '57726b4eedc2cb3880ad6ee0']",,,,['portrait'],['Cubo-Futurism'],[],,,,[],"['female-portraits', 'group-portraits']",,500,https://uploads4.wikiart.org/images/aleksandra-ekster/three-female-figures-1910.jpg,536
57727740edc2cb3880d4411f,Sunday,sunday,paul-signac,Signac Paul,57726d88edc2cb3880b495bf,,"['57726b52edc2cb3880ad77c8', '57726b4eedc2cb3880ad6e58', '5f6c46adedc2c9b6b059578f']",,,,['genre painting'],"['Pointillism', 'Neo-Impressionism']",[],,,,[],['couples'],,907,https://uploads6.wikiart.org/images/paul-signac/sunday.jpg,912
57727beaedc2cb3880e2e368,Judith Gautier,judith-gautier,john-singer-sargent,Sargent John Singer,57726d91edc2cb3880b4a744,1885.0,"['57726b52edc2cb3880ad7828', '57726b4eedc2cb3880ad6ee0', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['portrait'],['Realism'],"['oil', 'canvas']",62.2,99.1,,"['Detroit Institute of Arts, Detroit, MI, US']","['famous-people', 'female-portraits', 'Lady']",,715,https://uploads4.wikiart.org/images/john-singer-sargent/judith-gautier.jpg,1107
57727610edc2cb3880d025b8,Banners for the boys festival,banners-for-the-boys-festival,utagawa-kuniyoshi,Utagawa Kuniyoshi,57726d86edc2cb3880b49169,,"['57726b53edc2cb3880ad7918', '57726b4eedc2cb3880ad6e40']",,,,['design'],['Ukiyo-e'],[],,,,[],['designs-and-sketches'],,1544,https://uploads6.wikiart.org/images/utagawa-kuniyoshi/banners-for-the-boys-festival.jpg!HD.jpg,1200
5772765fedc2cb3880d14b51,The Crucifixion,the-crucifixion,hugo-van-der-goes,van der Goes Hugo,57726d87edc2cb3880b49271,1470.0,"['57726b52edc2cb3880ad7770', '57726b4eedc2cb3880ad6ef8', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6ff8']",,,,['religious painting'],['Northern Renaissance'],"['oil', 'panel']",,,,"['Museo Correr, Venice, Italy']","['Christianity', 'saints-and-apostles', 'Jesus-Christ', 'Crucifixion', 'Religious item', 'Crucifix', 'Prophet']",,706,https://uploads1.wikiart.org/images/hugo-van-der-goes/the-crucifixion.jpg!HD.jpg,1200
577272b9edc2cb3880c612a3,Portrait of Leo Tolstoy,portrait-of-leo-tolstoy-1887,ilya-repin,Repin Ilya,57726d84edc2cb3880b48a43,1887.0,"['57726b52edc2cb3880ad7828', '57726b4eedc2cb3880ad6ee0', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['portrait'],['Realism'],"['oil', 'canvas']",88.0,124.0,,"['Tretyakov Gallery, Moscow, Russia']",[],,701,https://uploads0.wikiart.org/images/ilya-repin/portrait-of-leo-tolstoy-1887.jpg,1000
57727acaedc2cb3880dfb201,Flowers by the fence,flowers-by-the-fence-1935,kateryna-bilokur,Bilokur Kateryna,57726d8fedc2cb3880b4a3c3,1935.0,"['57726b52edc2cb3880ad76d0', '57726b4eedc2cb3880ad6e50']",,,,['flower painting'],['Naïve Art (Primitivism)'],[],,,,[],"['flowers-and-plants', 'Flower', 'Plant', 'Meadow', 'Wildflower', 'Floral design', 'spring']",,770,https://uploads3.wikiart.org/images/kateryna-bilokur/flowers-by-the-fence-1935.jpg,1146
577279cfedc2cb3880dc832f,Girl with Cat II,girl-with-cat-ii-1912,franz-marc,Marc Franz ,57726d8dedc2cb3880b49f66,1912.0,"['57726b51edc2cb3880ad7588', '57726b4eedc2cb3880ad6e58', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['genre painting'],['Expressionism'],"['oil', 'canvas']",66.5,71.5,,['Private Collection'],"['female-portraits', 'cats']",,590,https://uploads2.wikiart.org/images/franz-marc/girl-with-cat-ii-1912.jpg,650
57727028edc2cb3880bd06da,The Crucifixion,the-crucifixion-1496,pietro-perugino,Perugino Pietro ,57726d80edc2cb3880b48388,1496.0,"['57726b51edc2cb3880ad75e0', '57726b4eedc2cb3880ad6ef8', '57726bcdedc2cb3880ae72b6']",,,,['religious painting'],['High Renaissance'],['fresco'],,,,"['Santa Maria Maddalena dei Pazzi, Florence, Italy']","['Christianity', 'saints-and-apostles', 'Jesus-Christ', 'Crucifixion', 'Religious item', 'Crucifix', 'Cross', 'Symbol']",,697,https://uploads4.wikiart.org/images/pietro-perugino/the-crucifixion-1496.jpg!HD.jpg,1200
57726fd0edc2cb3880bbce67,A plowman,a-plowman,david-burliuk,Burliuk David,57726d80edc2cb3880b48295,1910.0,"['57726b51edc2cb3880ad75b8', '57726b4dedc2cb3880ad6de8', '57726b51edc2cb3880ad7548']",Ukraine,,,['allegorical painting'],"['Futurism', 'Cubo-Futurism']",[],,,,[],"['animals', 'allegories-and-symbols', 'countryside', 'horses']",,748,https://uploads2.wikiart.org/images/david-burliuk/a-plowman.jpg,656
57727015edc2cb3880bcea74,St. Gregory,st-gregory-1627,francisco-de-zurbaran,Zurbaran Francisco de ,57726d80edc2cb3880b48303,1627.0,"['57726b51edc2cb3880ad74c8', '57726b4eedc2cb3880ad6ef8', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['religious painting'],['Baroque'],"['oil', 'canvas']",125.0,198.0,,[],"['Christianity', 'saints-and-apostles', 'St-Gregory', 'Prophet']",,562,https://uploads2.wikiart.org/00340/images/francisco-de-zurbaran/st-gregory.jpg,900
57727aa1edc2cb3880df220f,Mornington Crescent,mornington-crescent,frank-auerbach,Auerbach Frank,57726d8fedc2cb3880b4a31c,1965.0,"['57726b51edc2cb3880ad7588', '57726b4eedc2cb3880ad6e30', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f68']",,,,['cityscape'],['Expressionism'],"['oil', 'board']",,,,"['Tate Britain, London, UK']","['streets-and-squares', 'roads-and-vehicles']",,1000,https://uploads4.wikiart.org/images/frank-auerbach/mornington-crescent.jpg,802
57727004edc2cb3880bc71da,Stag Hunt of Elector Friedrich III the Wise,stag-hunt-of-elector-friedrich-iii-the-wise-1529,lucas-cranach-the-elder,Cranach the Elder Lucas ,57726d80edc2cb3880b482bd,1529.0,"['57726b52edc2cb3880ad7770', '57726b4eedc2cb3880ad6e58', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6ff8']",Germany,,,['genre painting'],['Northern Renaissance'],"['oil', 'panel']",114.0,80.0,,"['Kunsthistorisches Museum, Vienna, Austria']","['animals', 'famous-people', 'boats-and-ships', 'hunting-and-racing', 'Friedrich-III-the-Wise-(Saxony)']",,1689,https://uploads4.wikiart.org/images/lucas-cranach-the-elder/stag-hunt-of-elector-friedrich-iii-the-wise-1529.jpg!HD.jpg,1200
57726e6fedc2cb3880b733d5,Boy with Squirrel (Henry Pelham),boy-with-squirrel-henry-pelham-1765,john-singleton-copley,Copley John Singleton ,57726d7cedc2cb3880b47c54,1765.0,"['57726b52edc2cb3880ad7700', '57726b4eedc2cb3880ad6ee0', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['portrait'],['Neoclassicism'],"['oil', 'canvas']",63.5,76.8,,"['Museum of Fine Arts (MFA), Boston, MA, US']","['male-portraits', 'Squirrel', 'Curtain']",,800,https://uploads0.wikiart.org/images/john-singleton-copley/boy-with-squirrel-henry-pelham-1765.jpg,968
57727bcfedc2cb3880e2be47,Zone,zone,philip-guston,Guston Philip,57726d90edc2cb3880b4a680,1954.0,"['57726b51edc2cb3880ad7468', '5804eadaedc2ce45b4e01a76']",,,,['abstract'],['Abstract Expressionism'],[],,,,[],"['Orange', 'Pink']","Zone, a painting that reflects the focused concentration of Guston's mature work, suggests a warm calm, with its mist of red hatch-marks filling the painting's center. Here, Guston hones his mark-making, and builds layers of paint out of quick, small stokes that are quite distinct from the wilder gestures of some of his colleagues. ""Look at any inspired painting,"" he once said, ""it's like a gong sounding; it puts you in a state of reverberation.""",708,https://uploads6.wikiart.org/images/philip-guston/zone.jpg,693
57726f0bedc2cb3880b94437,Inspiration,inspiration-1769,jean-honore-fragonard,Fragonard Jean-Honore ,57726d7eedc2cb3880b47e9c,1769.0,"['57726b52edc2cb3880ad7840', '57726b4eedc2cb3880ad6ee0', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['portrait'],['Rococo'],"['oil', 'canvas']",80.5,64.5,,"['Louvre, Paris, France']","['male-portraits', 'Lady']",,952,https://uploads6.wikiart.org/images/jean-honore-fragonard/inspiration-1769.jpg!HD.jpg,1200
57727937edc2cb3880da8ffa,"Swimmers, Javea",swimmers-javea-1905,joaqu-n-sorolla,Sorolla Joaquín,57726d8bedc2cb3880b49b78,1905.0,"['57726b51edc2cb3880ad7600', '57726b4eedc2cb3880ad6e58', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",Spain,,,['genre painting'],['Impressionism'],"['oil', 'canvas']",,,,[],"['children', 'bathing-and-swimming']",,915,https://uploads5.wikiart.org/images/joaquin-sorolla/swimmers-javea-1905.jpg,656
57726f0fedc2cb3880b94aa6,Officer of the Chasseurs Charging on Horseback (Charging Hussar),officer-of-the-chasseurs-charging-on-horseback,theodore-gericault,Gericault Theodore ,57726d7eedc2cb3880b47ec0,1812.0,"['57726b52edc2cb3880ad7850', '57726b4dedc2cb3880ad6e00', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['battle painting'],['Romanticism'],"['oil', 'canvas']",23.0,17.5,,['Private Collection'],"['horses', 'military-and-soldiers', 'battles-and-wars']","As reflected in the title, Géricault's [i]Charging Chasseur[/i] is a large-scale portrait featuring an officer in the French Imperial Guard charging away from the viewer. In the background, a battle scene suggests that retreat is underway. The officer is a real-life figure, Alexandre Dieudonné, who was a friend of the artist. He is depicted twisting backward, sword ready, in a dramatically contorted pose.

Military figures were among the artist's favorite themes, with this being one of his earliest and yet most important examples. The work also utilizes another favored subject of the artist, the horse, which he returned to throughout his career. The scene Géricault chose to depict is not a moment of military victory, as was commonly represented by the [url href=https://www.wikiart.org/en/artists-by-art-movement/neoclassicism]Neoclassical[/url] artists of the period. Everything in the narrative implies that the battle is about to be lost. The officer seems to look back in sad resignation. Instead of an idealized scene created using Ancient Roman or Greek motifs, as was common in the French Neoclassical style, Géricault chose to depict a romanticized scene full of drama. The tension is enhanced by bold color choices and varied light effects. His depiction reinforces the [url href=https://www.wikiart.org/en/artists-by-art-movement/romanticism]Romantic[/url] idea of the hero who, rather than seen triumphing, is shown struggling, brooding, or sad in the face of uncertain fate.

The choice of the subject could be seen as slightly ironic, given that his father had found a way to get him out of military service. Perhaps the work was an attempt to give visual form to the military drama that Géricault so admired but had not yet seen first hand. Whatever the work's motivations, it helped to launch Géricault's career and was well-received when it was exhibited at the 1812 Paris Salon.",920,https://uploads6.wikiart.org/00142/images/theodore-gericault/officer-of-the-chasseurs-charging-on-horseback.jpg!HD.jpg,1200
57726fffedc2cb3880bc69d6,Hunt in Honour of Charles V at the Castle of Torgau,hunt-in-honour-of-charles-v-at-the-castle-of-torgau-1544,lucas-cranach-the-elder,Cranach the Elder Lucas ,57726d80edc2cb3880b482bd,1544.0,"['57726b52edc2cb3880ad7770', '57726b4eedc2cb3880ad6e58', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6ff8']",Germany,,,['genre painting'],['Northern Renaissance'],"['oil', 'panel']",175.0,114.0,,"['Museo del Prado, Madrid, Spain']","['animals', 'famous-people', 'deer', 'boats-and-ships', 'hunting-and-racing', 'Charles-V-(Saxony)', 'Castle-of-Torgau']",,1813,https://uploads3.wikiart.org/images/lucas-cranach-the-elder/hunt-in-honour-of-charles-v-at-the-castle-of-torgau-1544.jpg!HD.jpg,1200
57726f0bedc2cb3880b94397,Blind man's buff,blind-man-s-buff-1776,jean-honore-fragonard,Fragonard Jean-Honore ,57726d7eedc2cb3880b47e9c,1776.0,"['57726b52edc2cb3880ad7840', '57726b4eedc2cb3880ad6e58', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['genre painting'],['Rococo'],"['oil', 'canvas']",198.0,216.0,,[],"['games-and-sport', 'Sky', 'Nature', 'Natural landscape', 'Tree', 'Cloud', 'Atmosphere']",,1105,https://uploads2.wikiart.org/images/jean-honore-fragonard/blind-man-s-buff-1776.jpg!HD.jpg,1200
577278d1edc2cb3880d93c6c,An Allegory of Death and Beauty,an-allegory-of-death-and-beauty,hans-baldung,Baldung Hans,57726d8bedc2cb3880b49a35,1509.0,"['57726b52edc2cb3880ad7770', '57726b4dedc2cb3880ad6de8', '57726bcdedc2cb3880ae733e']",,,,['allegorical painting'],['Northern Renaissance'],['oil'],43.2,30.2,,['Private Collection'],"['allegories-and-symbols', 'female-portraits', 'skeletons-and-skulls', 'Mythology', 'Human', 'Human body']",,796,https://uploads3.wikiart.org/images/hans-baldung/an-allegory-of-death-and-beauty.jpg!HD.jpg,1200
57726ffaedc2cb3880bc6208,The Lomellini Family,the-lomellini-family-1627,anthony-van-dyck,van Dyck Anthony,57726d80edc2cb3880b4827d,1627.0,"['57726b51edc2cb3880ad74c8', '57726b4eedc2cb3880ad6ee0', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['portrait'],['Baroque'],"['oil', 'canvas']",254.0,269.0,,"['Scottish National Gallery, Edinburgh, UK']",['family-portraits'],,900,https://uploads3.wikiart.org/images/anthony-van-dyck/the-lomellini-family-1627.jpg,952
57727049edc2cb3880bd972a,Voltarra the Citadel,voltarra-the-citadel-1834,camille-corot,Corot Camille ,57726d81edc2cb3880b483d2,1834.0,"['57726b52edc2cb3880ad7828', '57726b4eedc2cb3880ad6e88', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['landscape'],['Realism'],"['oil', 'canvas']",,,,[],"['castles-and-fortresses', 'mountains', 'Historic site', 'Badlands']",,1038,https://uploads0.wikiart.org/images/camille-corot/voltarra-the-citadel-1834.jpg,575
577279f4edc2cb3880dd14f3,Model of the monument III International,model-of-the-monument-iii-international-1920,vladimir-tatlin,Tatlin Vladimir,57726d8dedc2cb3880b49ffc,1920.0,"['57726b51edc2cb3880ad7520', '57726b4eedc2cb3880ad6f00']",,,,['sculpture'],['Constructivism'],[],,,,[],[],,495,https://uploads3.wikiart.org/images/vladimir-tatlin/model-of-the-monument-iii-international-1920.jpg,700
57727117edc2cb3880c0466e,"Georgiana Burne Jones, their children Margaret and Philip in the background",georgiana-burne-jones-their-children-margaret-and-philip-in-the-background-1883,edward-burne-jones,Burne-Jones Edward,57726d82edc2cb3880b486c8,1883.0,"['57726b52edc2cb3880ad7850', '57726b4eedc2cb3880ad6ee0', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['portrait'],['Romanticism'],"['oil', 'canvas']",53.34,73.66,,['Private Collection'],"['family-portraits', 'Lady']",,827,https://uploads3.wikiart.org/images/edward-burne-jones/georgiana-burne-jones-their-children-margaret-and-philip-in-the-background-1883.jpg!HD.jpg,1200
57727023edc2cb3880bcfefa,Christ Handing the Keys to St. Peter,christ-handing-the-keys-to-st-peter-1482,pietro-perugino,Perugino Pietro ,57726d80edc2cb3880b48388,1482.0,"['57726b51edc2cb3880ad7570', '57726b4eedc2cb3880ad6ef8']",,,,['religious painting'],['Early Renaissance'],[],550.0,335.0,,"['Sistine Chapel, Vatican']","['Christianity', 'saints-and-apostles', 'Jesus-Christ', 'St.-Peter', 'Holy places', 'pilgrims', 'History', 'Middle ages', 'Prophet']",,1920,https://uploads3.wikiart.org/00189/images/pietro-perugino/entrega-de-las-llaves-a-san-pedro-perugino.jpg!HD.jpg,1159
5772700eedc2cb3880bc82ee,Birth of the Virgin,birth-of-the-virgin-1629,francisco-de-zurbaran,Zurbaran Francisco de ,57726d80edc2cb3880b48303,1629.0,"['57726b51edc2cb3880ad74c8', '57726b4eedc2cb3880ad6ef8', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['religious painting'],['Baroque'],"['oil', 'canvas']",109.0,141.0,,"['Norton Simon Museum, Pasadena, CA, US']","['Christianity', 'saints-and-apostles', 'Virgin-Mary', 'birth-and-death']",,910,https://uploads2.wikiart.org/images/francisco-zurbaran/birth-of-the-virgin-1629.jpg!HD.jpg,1200
5772700eedc2cb3880bc82ce,Appearance of St. Peter to St. Peter Nolasco,appearance-of-st-peter-to-st-peter-nolasco-1629,francisco-de-zurbaran,Zurbaran Francisco de ,57726d80edc2cb3880b48303,1629.0,"['57726b51edc2cb3880ad74c8', '57726b4eedc2cb3880ad6ef8', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['religious painting'],['Baroque'],"['oil', 'canvas']",223.0,179.0,,"['Museo del Prado, Madrid, Spain']","['Christianity', 'saints-and-apostles', 'St.-Peter', 'St.-Peter-Nolasco', 'Mythology']",,900,https://uploads2.wikiart.org/00380/images/francisco-de-zurbaran/apparition-of-apostle-saint-peter-to-saint-peter-nolasco-francisco-de-zurbaran.jpg,718
57727be1edc2cb3880e2d779,The Anatomy of Man,anatomical-man,limbourg-brothers,Limbourg brothers,57726d91edc2cb3880b4a730,,"['57726b51edc2cb3880ad7618', '57726b4eedc2cb3880ad6e70']",,,"{'id': '57726d91edc2cb3880b4a734', 'title': 'Très Riches Heures du Duc de Berry'}",['illustration'],['International Gothic'],[],,,,[],"['allegories-and-symbols', 'Religious item']","The brilliant miniature called 'The Anatomy of Man' is one of the best-known works of the Middle Ages. The two human figures are derived from Italian Venus motifs. It is not certain whether the brothers encountered these motifs during their travels in Italy, or in one of the many sketchbooks that made the rounds throughout Europe during the Middle Ages. The graceful posture, also known as the S-posture is characteristic of the period, and today is usually referred to as 'International Gothic'. The painting depicts two people - a young woman with blond hair and a young man with dark hair. The purpose of this picture is to show which constellations influence the various parts or organs of the body. It is a veritable crash course in medical astrology. The texts in the four corners connect the constellations with the four humours that determine human character as well as the four heavenly wind directions and the two genders (male/female).",924,https://uploads0.wikiart.org/images/limbourg-brothers/anatomical-man.jpg!HD.jpg,1200
57726ffbedc2cb3880bc639a,"Costume design for ""Dance of the Seven Veils""",costume-design-for-dance-of-the-seven-veils-1917,aleksandra-ekster,Ekster Aleksandra,57726d7aedc2cb3880b478db,1917.0,"['57726b51edc2cb3880ad7548', '57726b4eedc2cb3880ad6e40']",,,,['design'],['Cubo-Futurism'],[],,,,[],"['arts-and-crafts', 'clothing-and-textile', 'designs-and-sketches', 'Dance-of-the-Seven-Veils', 'Fashion illustration', 'Fashion design']",,741,https://uploads0.wikiart.org/images/aleksandra-ekster/costume-design-for-dance-of-the-seven-veils-1917.jpg,999
57727aaaedc2cb3880df2c69,Family Reunion,family-reunion-1867,frederic-bazille,Bazille Frederic,57726d8fedc2cb3880b4a354,1867.0,"['57726b51edc2cb3880ad7600', '57726b4eedc2cb3880ad6e58', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['genre painting'],['Impressionism'],"['oil', 'canvas']",,,,"[""Musée d'Orsay, Paris, France""]","['family-portraits', 'group-portraits']",,1810,https://uploads4.wikiart.org/images/frederic-bazille/family-reunion-1867.jpg!HD.jpg,1200
57728047edc2cb3880f0a1e0,Asoka's Queen,asoka-s-queen-1910,abanindranath-tagore,Tagore Abanindranath,57726da4edc2cb3880b4c94d,1910.0,['57726b4eedc2cb3880ad6ee0'],,,,['portrait'],[],[],,,,[],['Lady'],,443,https://uploads0.wikiart.org/images/abanindranath-tagore/asoka-s-queen-1910.jpg,575
57727c9eedc2cb3880e51c71,April,april-1892,maurice-denis,Denis Maurice,57726d93edc2cb3880b4aa76,1892.0,"['57726b52edc2cb3880ad77e0', '57726b4eedc2cb3880ad6e58', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['genre painting'],['Post-Impressionism'],"['oil', 'canvas']",37.5,61.0,,"['Kröller-Müller Museum, Otterlo, Netherlands']",['fields-and-plains'],,818,https://uploads3.wikiart.org/images/maurice-denis/april-1892.jpg,504
577272b5edc2cb3880c60c03,Not expected,not-expected-1898,ilya-repin,Repin Ilya,57726d84edc2cb3880b48a43,1898.0,"['57726b52edc2cb3880ad7828', '57726b4eedc2cb3880ad6e58']",,,,['genre painting'],['Realism'],[],,,,[],[],,759,https://uploads7.wikiart.org/images/ilya-repin/not-expected-1898.jpg,1000
57727be8edc2cb3880e2e118,Mrs Fiske Warren (Gretchen Osgood) and her Daughter Rachel,mrs-fiske-warren-gretchen-osgood-and-her-daughter-rachel-1903,john-singer-sargent,Sargent John Singer,57726d91edc2cb3880b4a744,1903.0,"['57726b52edc2cb3880ad7828', '57726b4eedc2cb3880ad6ee0', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['portrait'],['Realism'],"['oil', 'canvas']",102.55,152.4,,"['Museum of Fine Arts (MFA), Boston, MA, US']","['famous-people', 'female-portraits', 'children portraits', 'Lady']",,755,https://uploads6.wikiart.org/images/john-singer-sargent/mrs-fiske-warren-gretchen-osgood-and-her-daughter-rachel-1903.jpg,1132
57726f96edc2cb3880bb22db,Portrait of Leo Tolstoy,portrait-of-leo-tolstoy-1873,ivan-kramskoy,Kramskoy Ivan ,57726d80edc2cb3880b48228,1873.0,"['57726b52edc2cb3880ad7828', '57726b4eedc2cb3880ad6ee0', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['portrait'],['Realism'],"['oil', 'canvas']",79.5,98.0,,"['Tretyakov Gallery, Moscow, Russia']","['male-portraits', 'famous-people', 'Leo-Tolstoy', 'Beard', 'Facial hair']",,898,https://uploads1.wikiart.org/images/ivan-kramskoy/portrait-of-leo-tolstoy-1873.jpg!HD.jpg,1200
57727aefedc2cb3880e03f2d,Sunday Reading at Country School,sunday-reading-at-country-school,nikolay-bogdanov-belsky,Bogdanov-Belsky Nikolay,57726d8fedc2cb3880b4a43b,1895.0,"['57726b52edc2cb3880ad7828', '57726b4eedc2cb3880ad6e58']",,,,['genre painting'],['Realism'],[],154.0,97.0,,[],"['reading-and-writing', 'People', 'Event']",,1903,https://uploads6.wikiart.org/images/nikolay-bogdanov-belsky/sunday-reading-at-country-school.jpg!HD.jpg,1200
5772702cedc2cb3880bd0d66,Old Woman with Distaff,old-woman-with-distaff,bartolome-esteban-murillo,Murillo Bartolome Esteban,57726d81edc2cb3880b483a0,1642.0,"['57726b51edc2cb3880ad74c8', '57726b4eedc2cb3880ad6ee0', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['portrait'],['Baroque'],"['oil', 'canvas']",,,,"['Museo del Prado, Madrid, Spain']","['female-portraits', 'Abbess']",,723,https://uploads1.wikiart.org/00375/images/bartolome-esteban-murillo/bartolome-esteban-murillo-an-old-woman-holding-a-distaff-and-a-spindle-les-classics.jpg,900
57727fb6edc2cb3880eec7fb,Mirror Lake,mirror-lake-1929,franklin-carmichael,Carmichael Franklin,57726da1edc2cb3880b4c408,1929.0,"['57726b51edc2cb3880ad74b0', '57726b53edc2cb3880ad78b8', '57726b4eedc2cb3880ad6e88']",,,,['landscape'],"['Art Nouveau (Modern)', 'Symbolism']",[],,,,[],"['Water', 'Sky']",,800,https://uploads6.wikiart.org/images/franklin-carmichael/mirror-lake-1929.jpg,641
57726efaedc2cb3880b929b1,The Wave,the-wave-1870,gustave-courbet,Courbet Gustave,57726d7eedc2cb3880b47e3f,1870.0,"['57726b52edc2cb3880ad7828', '57726b4eedc2cb3880ad6e88', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['landscape'],['Realism'],"['oil', 'canvas']",,,,['Private Collection'],"['storm-and-tempest', 'seas-and-oceans', 'Sky']","Many early Modernists were influenced by Japanese prints and it is argued that Courbet is one of the first to be affected by this Eastern aesthetic. Likely, taking a cue from the prints, he shows us a slice of water closed off from the view of vast space. The painting epitomizes Courbet's landscapes and seascapes that were always composed of broken patches of paint loaded in both the dark and light areas. Such painterly treatment was inspiration to the budding Impressionists.",900,https://uploads1.wikiart.org/00380/images/gustave-courbet/the-wave-artist-courbet-gustave-heritage-images.jpg,705
577279f5edc2cb3880dd1583,The Fishmonger,the-fishmonger-1911,vladimir-tatlin,Tatlin Vladimir,57726d8dedc2cb3880b49ffc,1911.0,"['57726b51edc2cb3880ad7538', '57726b4eedc2cb3880ad6e58']",,,,['genre painting'],['Cubism'],[],77.0,99.0,,"['Tretyakov Gallery, Moscow, Russia']",['Fishmonger'],,879,https://uploads5.wikiart.org/images/vladimir-tatlin/the-fishmonger-1911.jpg,700
57727631edc2cb3880d0adbf,The Nap,the-nap,gustave-caillebotte,Caillebotte Gustave,57726d86edc2cb3880b4919b,1877.0,"['57726b51edc2cb3880ad7600', '57726b4eedc2cb3880ad6e58', '57726bcdedc2cb3880ae7346']",,,,['genre painting'],['Impressionism'],['pastel'],53.0,36.0,,"['Wadsworth Atheneum, Hartford, CT, US']","['leisure-and-sleep', 'Grass']",,1032,https://uploads6.wikiart.org/images/gustave-caillebotte/the-nap.jpg,723
577275d1edc2cb3880cf6924,Patio Door with Green Leaf,patio-door-with-green-leaf,georgia-o-keeffe,O'Keeffe Georgia,57726d86edc2cb3880b49037,1956.0,"['57726b52edc2cb3880ad77f8', '57726b4eedc2cb3880ad6e48']",,,,['figurative'],['Precisionism'],[],,,,[],"['houses-and-buildings', 'Line']",,984,https://uploads2.wikiart.org/images/georgia-o-keeffe/patio-door-with-green-leaf.jpg!HD.jpg,1200
57726e34edc2cb3880b62340,Noli Me Tangere,noli-me-tangere-1,correggio,Correggio,57726d7bedc2cb3880b47aec,1534.0,"['57726b51edc2cb3880ad75e0', '57726b4eedc2cb3880ad6ef8', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6f70']",,,,['religious painting'],['High Renaissance'],"['oil', 'canvas']",103.0,130.0,,"['Museo del Prado, Madrid, Spain']","['Christianity', 'saints-and-apostles', 'Jesus-Christ', 'Mythology', 'Lady']",,681,https://uploads0.wikiart.org/images/correggio/noli-me-tangere-1(2).jpg,884
57726e50edc2cb3880b6a78a,Man holding book,man-holding-book,rogier-van-der-weyden,van der Weyden Rogier ,57726d7cedc2cb3880b47b68,1449.0,"['57726b52edc2cb3880ad7770', '57726b4eedc2cb3880ad6ee0', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6ff8']",,,,['portrait'],['Northern Renaissance'],"['oil', 'panel']",,,,"['Courtauld Institute of Art, London, UK']",['male-portraits'],,659,https://uploads8.wikiart.org/images/rogier-van-der-weyden/man-holding-book.jpg,950
577271ffedc2cb3880c3876c,Mystic marriage of St Catherine,mystic-marriage-of-st-catherine-1480,hans-memling,Memling Hans,57726d83edc2cb3880b48822,1480.0,"['57726b52edc2cb3880ad7770', '57726b4eedc2cb3880ad6ef8', '57726bcdedc2cb3880ae733e', '57726b4eedc2cb3880ad6ff8']",,,,['religious painting'],['Northern Renaissance'],"['oil', 'panel']",72.0,67.0,,"['Metropolitan Museum of Art (Met), New York City, NY, US']",[],,1020,https://uploads1.wikiart.org/images/hans-memling/mystic-marriage-of-st-catherine-1480.jpg,920
